Model,Convolution,Base,Weights,Trial,Seed,Set,Noise,LI,Level,Loss,Accuracy
RIB (N=4),Gabor,VGG16,None,1,42,line_drawings_inverted,Salt and Pepper,9,0.9,5871742,0.1
RIB (N=4),Gabor,VGG16,None,1,42,line_drawings_inverted,Salt and Pepper,10,1,5777274,0.1
RIB (N=4),Gabor,VGG16,None,1,42,line_drawings_inverted,High Pass,0,100,70.55582428,0.21
RIB (N=4),Gabor,VGG16,None,1,42,line_drawings_inverted,High Pass,1,63.09573445,88.6461792,0.29
RIB (N=4),Gabor,VGG16,None,1,42,line_drawings_inverted,High Pass,2,39.81071706,121.382988,0.27
RIB (N=4),Gabor,VGG16,None,1,42,line_drawings_inverted,High Pass,3,25.11886432,323.5945129,0.22
RIB (N=4),Gabor,VGG16,None,1,42,line_drawings_inverted,High Pass,4,15.84893192,4539.724609,0.21
RIB (N=4),Gabor,VGG16,None,1,42,line_drawings_inverted,High Pass,5,10,27550.1543,0.21
RIB (N=4),Gabor,VGG16,None,1,42,line_drawings_inverted,High Pass,6,6.309573445,79444.28906,0.21
RIB (N=4),Gabor,VGG16,None,1,42,line_drawings_inverted,High Pass,7,3.981071706,128521.6328,0.16
RIB (N=4),Gabor,VGG16,None,1,42,line_drawings_inverted,High Pass,8,2.511886432,140963.6406,0.12
RIB (N=4),Gabor,VGG16,None,1,42,line_drawings_inverted,High Pass,9,1.584893192,224235.9063,0.11
RIB (N=4),Gabor,VGG16,None,1,42,line_drawings_inverted,High Pass,10,1,217503.4219,0.1
RIB (N=4),Gabor,VGG16,None,1,42,line_drawings_inverted,Low Pass,0,1,16124.66211,0.32
RIB (N=4),Gabor,VGG16,None,1,42,line_drawings_inverted,Low Pass,1,1.584893192,13058.45703,0.38
RIB (N=4),Gabor,VGG16,None,1,42,line_drawings_inverted,Low Pass,2,2.511886432,23968.85547,0.46
RIB (N=4),Gabor,VGG16,None,1,42,line_drawings_inverted,Low Pass,3,3.981071706,2.053887844,0.6
RIB (N=4),Gabor,VGG16,None,1,42,line_drawings_inverted,Low Pass,4,6.309573445,2.045865774,0.44
RIB (N=4),Gabor,VGG16,None,1,42,line_drawings_inverted,Low Pass,5,10,3.441776037,0.14
RIB (N=4),Gabor,VGG16,None,1,42,line_drawings_inverted,Low Pass,6,15.84893192,3.967192411,0.12
RIB (N=4),Gabor,VGG16,None,1,42,line_drawings_inverted,Low Pass,7,25.11886432,6.594221592,0.08
RIB (N=4),Gabor,VGG16,None,1,42,line_drawings_inverted,Low Pass,8,39.81071706,11.47568321,0.08
RIB (N=4),Gabor,VGG16,None,1,42,line_drawings_inverted,Low Pass,9,63.09573445,6.567386627,0.1
RIB (N=4),Gabor,VGG16,None,1,42,line_drawings_inverted,Low Pass,10,100,4.484424591,0.1
RIB (N=4),Gabor,VGG16,None,1,42,line_drawings_inverted,Contrast,0,1,2596180.5,0.1
RIB (N=4),Gabor,VGG16,None,1,42,line_drawings_inverted,Contrast,1,0.630957344,240141.375,0.12
RIB (N=4),Gabor,VGG16,None,1,42,line_drawings_inverted,Contrast,2,0.398107171,4611.266113,0.2
RIB (N=4),Gabor,VGG16,None,1,42,line_drawings_inverted,Contrast,3,0.251188643,14.70178795,0.33
RIB (N=4),Gabor,VGG16,None,1,42,line_drawings_inverted,Contrast,4,0.158489319,7.674127102,0.37
RIB (N=4),Gabor,VGG16,None,1,42,line_drawings_inverted,Contrast,5,0.1,4.17389679,0.3
RIB (N=4),Gabor,VGG16,None,1,42,line_drawings_inverted,Contrast,6,0.063095734,2.77996254,0.26
RIB (N=4),Gabor,VGG16,None,1,42,line_drawings_inverted,Contrast,7,0.039810717,2.622810125,0.19
RIB (N=4),Gabor,VGG16,None,1,42,line_drawings_inverted,Contrast,8,0.025118864,2.808253765,0.14
RIB (N=4),Gabor,VGG16,None,1,42,line_drawings_inverted,Contrast,9,0.015848932,3.014783382,0.13
